Period,Group,Time,ClientTime,Sender,Key,Value,Value.username,Value.group,Value.curr_silo,Value.id,Value.period,Value.page,Value.chosen,Value.keeper,Value.index,Value.new_hi_bound,Value.new_lo_bound,Value.pay,Value.tmp,Value.time,Value.new_loc,Value.iterx,Value.itery,Value.new_pos,Value.curr_subperiods,Value.value,Value.silo_num,Config.paid,Config.period_length,Config.subperiods,Config.percent_cpsx,Config.percent_cpsy,Config.payoff_debug,Config.t,Config.show_secs_left,Config.discrete_time_type,Config.num_sp_settingy,Config.num_sp_settingx,Config.payoff_func,Config.p2_options,Config.scale_x,Config.scale_y,Config.payoff_debug2,Config.payoff_debug3
1,1,1418439624107686000,1418439589540,Subject-2@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,1,1418439624109056000,1418439589540,Subject-2@leeps.ucsc.edu,update_payoff,"{u'index': 0, u'pay': None}",,,,,,,,,0,,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,1,1418439624202005000,1418439589632,Subject-4@leeps.ucsc.edu,setup,{u'chosen': True},,,,,,,True,,,,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624208648000,1418439589643,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624210055000,1418439589643,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624211450000,1418439589643,Subject-1@leeps.ucsc.edu,update_payoff,"{u'index': 0, u'pay': None}",,,,,,,,,0,,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,1,1418439624221609000,1418439589656,Subject-2@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,1,1418439624222666000,1418439589656,Subject-2@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,1,1418439624223359000,1418439589654,Subject-4@leeps.ucsc.edu,sync_net,"{u'tmp': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#FF6699', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-2@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-4@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#FF6699', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-2@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-4@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,1,1418439624225432000,1418439589654,Subject-4@leeps.ucsc.edu,sync_time,{u'time': 0},,,,,,,,,,,,,,0,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,1,1418439624226816000,1418439589658,Subject-4@leeps.ucsc.edu,sync_net,"{u'tmp': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#FF6699', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-2@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-4@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#FF6699', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-2@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-4@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,1,1418439624228708000,1418439589658,Subject-4@leeps.ucsc.edu,sync_time,{u'time': 0},,,,,,,,,,,,,,0,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624240733000,1418439589675,Subject-3@leeps.ucsc.edu,setup,{u'chosen': True},,,,,,,True,,,,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624275113000,1418439589709,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624276751000,1418439589710,Subject-3@leeps.ucsc.edu,sync_net,"{u'tmp': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#FF6699', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-1@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-3@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#FF6699', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-1@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-3@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624277692000,1418439589709,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624279114000,1418439589710,Subject-3@leeps.ucsc.edu,sync_time,{u'time': 0},,,,,,,,,,,,,,0,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624281516000,1418439589715,Subject-3@leeps.ucsc.edu,sync_net,"{u'tmp': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#FF6699', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-1@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-3@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#FF6699', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-1@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-3@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624283423000,1418439589716,Subject-3@leeps.ucsc.edu,sync_time,{u'time': 0},,,,,,,,,,,,,,0,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624330277000,1418439589764,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624331735000,1418439589764,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624333100000,1418439589764,Subject-1@leeps.ucsc.edu,update_payoff,"{u'index': 0, u'pay': None}",,,,,,,,,0,,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624377585000,1418439589812,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624378935000,1418439589812,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624439253000,1418439589874,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624440637000,1418439589874,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624451148000,1418439589885,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624452591000,1418439589885,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624453919000,1418439589885,Subject-1@leeps.ucsc.edu,update_payoff,"{u'index': 0, u'pay': None}",,,,,,,,,0,,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624499671000,1418439589934,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624501026000,1418439589934,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624561400000,1418439589996,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624562945000,1418439589996,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624574607000,1418439590009,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624575964000,1418439590009,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624577204000,1418439590009,Subject-1@leeps.ucsc.edu,update_payoff,"{u'index': 0, u'pay': None}",,,,,,,,,0,,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624623368000,1418439590057,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624624828000,1418439590057,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624668016000,1418439590102,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624669399000,1418439590102,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624683799000,1418439590118,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624685253000,1418439590118,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624696975000,1418439590130,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624698289000,1418439590130,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624699504000,1418439590130,Subject-1@leeps.ucsc.edu,update_payoff,"{u'index': 0, u'pay': None}",,,,,,,,,0,,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624744251000,1418439590179,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624745784000,1418439590179,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624805933000,1418439590240,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624807450000,1418439590240,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624820347000,1418439590255,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624821926000,1418439590255,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624823278000,1418439590255,Subject-1@leeps.ucsc.edu,update_payoff,"{u'index': 0, u'pay': None}",,,,,,,,,0,,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624866350000,1418439590301,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624867920000,1418439590301,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624929215000,1418439590363,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624930606000,1418439590363,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624943811000,1418439590377,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': None, u'new_lo_bound': 0}",,,,,,,,,0,,0,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624945326000,1418439590377,Subject-1@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': None}",,,,,,,,,1,1,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624946762000,1418439590377,Subject-1@leeps.ucsc.edu,update_payoff,"{u'index': 0, u'pay': None}",,,,,,,,,0,,,,,,,,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
1,2,1418439624967316000,1418439590402,Subject-1@leeps.ucsc.edu,update_loc,"{u'new_loc': u'0.896', u'iterx': 0, u'id': u'Subject-1@leeps.ucsc.edu'}",,,,Subject-1@leeps.ucsc.edu,,,,,,,,,,,0.896,0,,,,,,0,75,0,0,0,1,1,0,stage,1,1,1,all,1,1,1,1
