Period,Group,Time,ClientTime,Sender,Key,Value,Value.username,Value.group,Value.period,Value.page,Value.chosen,Value.keeper,Value.tmp,Value.time,Value.index,Value.new_hi_bound,Value.new_lo_bound,Value.value,Value.pay,Value.curr_subperiods,Value.id,Value.new_loc,Value.iterx,Value.itery,Value.new_pos,Config.group_size,Config.scale_y,Config.scale_x,Config.p2_options,Config.num_sp_settingy,Config.discrete_time_type,Config.show_secs_left,Config.payoff_func,Config.payoff_debug,Config.percent_cpsy,Config.percent_cpsx,Config.subperiods,Config.period_length,Config.paid,Config.t
1,2,1405977430532713000,1405977429424,Subject-10@leeps.ucsc.edu,setup,"{u'chosen': True, u'keeper': u'Subject-9@leeps.ucsc.edu'}",,,,,True,Subject-9@leeps.ucsc.edu,,,,,,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430534051000,1405977429425,Subject-10@leeps.ucsc.edu,sync_net,"{u'tmp': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430535779000,1405977429425,Subject-10@leeps.ucsc.edu,sync_time,{u'time': 0},,,,,,,,0,,,,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430542499000,1405977429431,Subject-10@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': 0, u'new_lo_bound': 0}",,,,,,,,,0,0,0,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430544161000,1405977429431,Subject-10@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': 0}",,,,,,,,,1,1,0,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430544985000,1405977429498,Subject-11@leeps.ucsc.edu,data_log,"{u'value': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-12@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-11@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-12@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-11@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430546145000,1405977429432,Subject-10@leeps.ucsc.edu,update_payoff,"{u'index': 0, u'pay': 0}",,,,,,,,,0,,,,0,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430552266000,1405977429503,Subject-11@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': 0, u'new_lo_bound': 0}",,,,,,,,,0,0,0,,,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430553656000,1405977429503,Subject-11@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': 0}",,,,,,,,,1,1,0,,,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430554426000,1405977429432,Subject-10@leeps.ucsc.edu,update_payoff,"{u'index': 1, u'pay': 0}",,,,,,,,,1,,,,0,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430568007000,1405977429453,Subject-10@leeps.ucsc.edu,data_log,"{u'value': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430570028000,1405977429454,Subject-10@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': 0, u'new_lo_bound': 0}",,,,,,,,,0,0,0,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430571436000,1405977429454,Subject-10@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': 0}",,,,,,,,,1,1,0,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430582603000,1405977429613,Subject-9@leeps.ucsc.edu,setup,"{u'chosen': True, u'keeper': u'Subject-9@leeps.ucsc.edu'}",,,,,True,Subject-9@leeps.ucsc.edu,,,,,,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430609658000,1405977429640,Subject-9@leeps.ucsc.edu,data_log,"{u'value': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430644014000,1405977429674,Subject-9@leeps.ucsc.edu,sync_net,"{u'tmp': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430646135000,1405977429674,Subject-9@leeps.ucsc.edu,sync_time,{u'time': 0},,,,,,,,0,,,,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430655259000,1405977429551,Subject-10@leeps.ucsc.edu,data_log,"{u'value': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430657471000,1405977429522,Subject-12@leeps.ucsc.edu,setup,"{u'chosen': True, u'keeper': u'Subject-11@leeps.ucsc.edu'}",,,,,True,Subject-11@leeps.ucsc.edu,,,,,,,,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430684903000,1405977429647,Subject-11@leeps.ucsc.edu,setup,"{u'chosen': True, u'keeper': u'Subject-11@leeps.ucsc.edu'}",,,,,True,Subject-11@leeps.ucsc.edu,,,,,,,,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430686537000,1405977429648,Subject-11@leeps.ucsc.edu,sync_net,"{u'tmp': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-12@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-11@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-12@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-11@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430689050000,1405977429648,Subject-11@leeps.ucsc.edu,sync_time,{u'time': 0},,,,,,,,0,,,,,,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430690053000,1405977429553,Subject-12@leeps.ucsc.edu,data_log,"{u'value': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-12@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-11@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-12@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 1, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-11@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430692260000,1405977429719,Subject-9@leeps.ucsc.edu,sync_net,"{u'tmp': [{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]}",,,,,,,"[{u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#660066', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 0, u'id': u'Subject-10@leeps.ucsc.edu', u'payoff': 0}, {u'loc': 0, u'itery': 0, u'iterx': 0, u'group': 2, u'target': [0, 0], u'color': u'#339966', u'price': 0, u'bound_lo': 0, u'valid': 1, u'bound_hi': 1, u'id': u'Subject-9@leeps.ucsc.edu', u'payoff': 0}]",,,,,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430694282000,1405977429719,Subject-9@leeps.ucsc.edu,sync_time,{u'time': 0},,,,,,,,0,,,,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430700754000,1405977429722,Subject-9@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': 0, u'new_lo_bound': 0}",,,,,,,,,0,0,0,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430702350000,1405977429722,Subject-9@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': 0}",,,,,,,,,1,1,0,,,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430703778000,1405977429723,Subject-9@leeps.ucsc.edu,update_payoff,"{u'index': 0, u'pay': 0}",,,,,,,,,0,,,,0,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,2,1405977430705192000,1405977429724,Subject-9@leeps.ucsc.edu,update_payoff,"{u'index': 1, u'pay': 0}",,,,,,,,,1,,,,0,,,,,,,2,2,2,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430706154000,1405977429658,Subject-11@leeps.ucsc.edu,update_bounds,"{u'index': 0, u'new_hi_bound': 0, u'new_lo_bound': 0}",,,,,,,,,0,0,0,,,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430707701000,1405977429658,Subject-11@leeps.ucsc.edu,update_bounds,"{u'index': 1, u'new_hi_bound': 1, u'new_lo_bound': 0}",,,,,,,,,1,1,0,,,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430708788000,1405977429659,Subject-11@leeps.ucsc.edu,update_payoff,"{u'index': 0, u'pay': 0}",,,,,,,,,0,,,,0,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
1,1,1405977430709762000,1405977429659,Subject-11@leeps.ucsc.edu,update_payoff,"{u'index': 1, u'pay': 0}",,,,,,,,,1,,,,0,,,,,,,2,1,1,own,0,0,1,1,1,0,0,0,30,1,1
